name,description,brewery,real,createdAt,abv,type
Snöstorm Imperial Stout,"Rostad smak med inslag av mörkt knäckebröd, kakao, kaffe och kryddor.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,10.1,Imperial Stout
Oberoende Dry Hopped Lager,"Fruktig, maltig smak med inslag av ananas, knäckebröd, aprikos, färska örter och citrus.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,4.9,Lager
Vargavintrish,"Nyanserad, fruktig smak med tydlig beska, inslag av mango, fruktkaka, kryddor, tallkåda, nötter och apelsinmarmelad.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,4.4,Lager
Oberoende Unspecified IPA,"Humlearomatisk smak med tydlig beska, inslag av krusbär, tallbarr, ananas, grapefrukt, vitpeppar och honung.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,6.8,India Pale Ale
Fjäll R.I.P.A,"Nyanserad smak med inslag av tropisk frukt, apelsin, knäckebröd, honung och örter.",Sälens Fjällbryggeri,true,2026-03-14T00:00:00,4.4,Lager
Särö Pilsner,"Maltig smak med inslag av knäckebröd, timjan och citrus.",Säröbanans Bryggeri,true,2026-03-14T00:00:00,5.3,Pilsner
Malevik lager,"Maltig smak med inslag av ljust knäckebröd, apelsinskal, aprikos och sirap.",Säröbanans Bryggeri,true,2026-03-14T00:00:00,4.4,Lager
Hovås lager,"Maltig smak med inslag av ljust knäckebröd, honung, örter och citrus.",Säröbanans Bryggeri,true,2026-03-14T00:00:00,4.2,Lager
Jordbro Finest IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, grapefrukt, knäckebröd och färska örter.",Södra Maltfabriken Brewery,true,2026-03-14T00:00:00,6,India Pale Ale
Haninge Pilsner,"Maltig smak med tydlig beska, inslag av knäckebröd, örter och apelsinskal.",Södra Maltfabriken Brewery,true,2026-03-14T00:00:00,5.5,Pilsner
Man Cold Bock,"Maltig smak med liten sötma, inslag av knäckebröd, aprikos, pomerans, ljus sirap och  örter.",Södra Maltfabriken Brewery,true,2026-03-14T00:00:00,6,Bock
Dreaming of Emma,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, passionsfrukt, rosmarin, grapefrukt och vitpeppar.",Södra Maltfabriken Brewery,true,2026-03-14T00:00:00,4,Lager
Mango IPA,"Mycket fruktig smak med tydlig beska och liten sötma, inslag av mango, passionsfrukt , honung och grapefrukt.",Södra Maltfabriken Brewery,true,2026-03-14T00:00:00,7.1,India Pale Ale
Södra Julepilsner,"Maltig smak med  inslag av knäckebröd, ljus sirap, choklad, torkade aprikoser, apelsinskal och örter.",Södra Maltfabriken Brewery,true,2025-11-03T00:00:00,5.8,Mellanmörk & Mörk lager
Chicken haze,"Fruktig smak med tydlig beska, inslag av litchi, honung, rosor och citrus.",Södra Maltfabriken Brewery,true,2026-03-14T00:00:00,4.2,Lager
Acid Forrest Fruits Sour Ale,"Bärig, syrlig smak med liten sötma, inslag av körsbär, skogshallon, blåbär, björnbär och vanilj.",Södra Maltfabriken Brewery,true,2026-03-14T00:00:00,4.5,Sour
Staffan Stalledräng,"Maltig smak med inslag av mörkt knäckebröd, aprikos, honung, pomerans och kryddor.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,4,Lager
Snake City DIPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av grapefrukt, ljust bröd, passionsfrukt, ananas, tallbarr och färska örter.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,8.7,Double IPA
Best Of Bagis Passion IPA,"Mycket fruktig smak med liten sötma, inslag av papaya, aprikos, kryddor, mandarin och passionsfrukt.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,6.9,India Pale Ale
Skärmarbronx IPA,"Mycket fruktig smak med liten sötma, inslag av grapefrukt, rosmarin, ananas, honung och krusbär.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,6.5,India Pale Ale
Sommar IPA,"Humlearomatisk, fruktig smak med tydlig beska, inslag av mango, passionsfrukt, tallbarr, grapefrukt, honung och ljust bröd.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,5.8,India Pale Ale
Tiki Time Pina Colada DIPA,"Mycket fruktig smak med liten sötma, inslag av ananas, kokos, passionsfrukt, mango och apelsin.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,9.5,Double IPA
H-DCS Lager,,Södra Maltfabriken AB,true,2026-03-14T00:00:00,4.7,Lager
Höst IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, mango, rosmarin, sockerkaka och grapefrukt.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,6.1,India Pale Ale
En Guldburk,"Maltig smak med inslag av ljust knäckebröd, ananas, honung och citrus.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,5.1,Lager
Gudfadern,"Humlearomatisk, fruktig smak med tydlig beska och liten sötma, inslag av mango, tallbarr, aprikosmarmelad, honung, sockerkaka, vitpeppar och grapefrukt.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,4.1,Lager
Radiant Ddh Dipa,"Mycket fruktig smak med liten sötma, inslag av tropisk frukt, honung, smörkola och ljust bröd.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,9.7,Double IPA
Bad Behavior Vintage Sour Stout,"Rostad, maltig, syrlig smak med sötma, inslag av kavring, körsbärspraliner, kaffe och lakrits.",Södra Maltfabriken AB,true,2026-03-14T00:00:00,4.6,Stout
TT,,Three Towns Ind Brewers,true,2011-09-01T00:00:00,4.5,Ljus lager
Tail of A Whale,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, grapefrukt och tallbarr.",Brutal Brewing,true,2020-09-01T00:00:00,4.8,Veteöl
Tangmere Tower,,Riverside Brewery,true,2026-03-14T00:00:00,5.3,Lager
BeeKeeper Vol.12,,TANKBUSTERS SPÓLKA Z OGRANICZONA,true,2026-03-14T00:00:00,4.6,Lager
Bokkenrijder,,Tartarus Beers Limited,true,2026-03-14T00:00:00,4.3,Lager
Carabao Lager,,Tawandang Brewery 1999 Co LTD,true,2026-03-14T00:00:00,5.5,Lager
Ödåkra Brygghus,"Fruktig smak med inslag av torkade aprikoser, fruktkaka, kanderade apelsinskal och knäck.",Ödåkra Brygghus,true,2025-11-03T00:00:00,5.6,Ale
Telegrafistens Trudelutt,"Fruktig smak med tydlig beska, inslag av nektarin, apelsin, mango och örter.",Hönsinge Hantwerksbryggeri,true,2021-05-03T00:00:00,4.7,Ale
Pils Fiction,"Maltig smak med inslag av ljust knäckebröd, färska örter, honung och citrusskal.",Television Brewing Co,true,2026-03-14T00:00:00,4.9,Lager
West Coast Showdown,"Maltig smak med tydlig beska, inslag av sirap, mörkt bröd, apelsinskal, tallbarr och aprikosmarmelad.",Television Brewing Co,true,2026-03-14T00:00:00,5.1,Lager
Supreme IPA,"Humlearomatisk smak med inslag av ananas, sockerkaka, mango, färska örter och grapefrukt.",Television Brewing Co,true,2026-03-14T00:00:00,6.8,India Pale Ale
Natural Born Sour,"Fruktig, syrlig smak med inslag av röda äpplen, aprikos, ingefära och örter.",Television Brewing Co,true,2026-03-14T00:00:00,3.6,Sour
Grand Rex Blonde,"Fruktig smak med inslag av ljust bröd, banan, kryddor och citrus.",Television Brewing Co,true,2026-03-14T00:00:00,4.7,Blonde Ale
After Work Ambré,"Maltig smak med liten sötma, med inslag av mörkt rågbröd, torkade aprikoser, farinsocker, pomerans, choklad och nötter.",Television Brewing Co,true,2026-03-14T00:00:00,5.4,Lager
Helihopper Dubbelhumla DIPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, passionsfrukt, tallbarr, sockerkaka och grapefrukt.",Television Brewing Co,true,2026-03-14T00:00:00,8.2,Double IPA
Villa Sunrise Session IPA,"Humlearomatisk smak med inslag av grapefrukt, passionsfrukt, sockerkaka, ananas och honung.",Television Brewing Co,true,2026-03-14T00:00:00,5.7,India Pale Ale
Oskar Blues Brewery,"Nyanserad, rostad smak med sötma, inslag av kavring, kaffe, mörk choklad, nötter, russin, tobak, charkuterier och lakrits.",Oskar Blues Brewery,true,2026-03-14T00:00:00,5.1,Lager
Herrhagen,"Fruktig smak med tydlig beska, inslag av ananas, sockerkaka, grapefrukt, krusbär och rosmarin.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.1,Lager
Radial Velocity,"Mycket fruktig smak med tydlig beska, inslag av ananas, sockerkaka, honung, tallbarr, persika och grapefrukt.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.6,Lager
Norrstrand,"Fruktig, syrlig smak med inslag av tropisk frukt, ljust bröd, vinäger och citrus.",Ten Hands Brewing,true,2026-03-14T00:00:00,5,Lager
Splice New And Improved,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, grapefrukt, guava, färska örter och sockerkaka.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.6,Lager
Dragonfly New and Improved,"Humlearomatisk smak med tydlig beska, inslag av torkad ananas, tallbarr, mango, grapefrukt, vitpeppar och honung.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.7,Lager
Birds of Paradise,"Fruktig smak med tydlig beska, inslag av grapefrukt, ananas, ljust bröd, citronmeliss och tallkåda.",Ten Hands Brewing,true,2026-03-14T00:00:00,5.1,Lager
Violetta New & Improved,"Fruktig smak med liten sötma, inslag av ananas, ljust bröd, örter och honung.",Ten Hands Brewing,true,2026-03-14T00:00:00,5.3,Lager
Jellyfish DDH Hazy IPA,"Något humlearomatisk smak med inslag av ljust knäckebröd, grapefruktskal, tallkåda, örter och mango.",Ten Hands Brewing,true,2026-03-14T00:00:00,6.9,New England IPA
Hop Theorem,"Humlearomatisk smak med liten sötma, inslag av grapefrukt, tallbarr, mango och sirap.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.8,Lager
Batfish New And Improved,"Humlearomatisk smak med inslag av ananas, mango, sockerkaka, rosmarin, vitpeppar och grapefrukt.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.6,Lager
Swedish Body Music,"Fruktig smak med tydlig beska, inslag av mango, aprikos, apelsinmarmelad, tallkåda och ljust bröd.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.2,Lager
El Nectaron New And Improved,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, passionsfrukt, tallbarr, sockerkaka och grapefrukt.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.3,Lager
Turtle Reef,"Humlearomatisk, fruktig smak med tydlig beska, inslag av mango, tallbarr, passionsfrukt, sockerkaka, ananas och grapefrukt.",Ten Hands Brewing,true,2026-03-14T00:00:00,5.2,Lager
New And Improved The Passenger,"Humlearomatisk, fruktig smak med liten sötma, inslag av passionsfrukt, mango, sockerkaka, rosmarin, papaya och grapefrukt.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.3,Lager
Batch 300,"Humlearomatisk smak med liten sötma, inslag av passionsfrukt, mango, sockerkaka, tallkåda, grapefrukt och rosmarin.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.7,Lager
(If We Were) Stars,"Humlearomatisk, fruktig smak med tydlig beska och liten sötma, inslag av passionsfrukt, mango, tallbarr, grapefrukt, honung och ananas.",Ten Hands Brewing,true,2026-03-14T00:00:00,5,Lager
36 Months High Coast Whisky BA Scarecrow,,Ten Hands Brewing,true,2026-03-14T00:00:00,5,Lager
Dankenstein,"Humlearomatisk, fruktig smak med tydlig beska, inslag av passionsfrukt, tallkåda, mango, grapefrukt och nektarin.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.4,Lager
Star Juice,"Fruktig, humlearomatisk smak med liten sötma, inslag av ananas, grapefrukt, ljust bröd, örter och passionsfrukt.",Ten Hands Brewing,true,2026-03-14T00:00:00,5.4,Lager
36 Months High Coast Whisky BA Vanilla Scarecrow,,Ten Hands Brewing,true,2026-03-14T00:00:00,5.4,Lager
36 Months High Coast Whisky BA Vanilla Chocolate Scarecrow,,Ten Hands Brewing,true,2026-03-14T00:00:00,5.3,Lager
The New And Improved Agent,"Mycket fruktig smak med tydlig beska och liten sötma, inslag av mango, sockerkaka, ananas, tallkåda och grapefrukt.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.1,Lager
Space Unicorn,"Fruktig smak med inslag av ananas, mango, sockerkaka, tallbarr, passionsfrukt och honung.",Ten Hands Brewing,true,2026-03-14T00:00:00,5.2,Lager
Fusiondelik,"Fruktig, humlearomatisk smak med tydlig beska, inslag av ananas, grapefrukt, rosmarin, passionsfrukt och sockerkaka.",Ten Hands Brewing,true,2026-03-14T00:00:00,4.8,Lager
Manta Ray New And Improved,"Mycket fruktig smak med tydlig beska, inslag av ananas, sockerkaka, honung, grapefrukt och mango.",Ten Hands Brewing,true,2026-03-14T00:00:00,4,Lager
Nebula,"Fruktig smak med inslag av nektarin, färska örter, passionsfrukt, ananas och apelsinskal.",Ten Hands Brewing,true,2026-03-14T00:00:00,5.4,Lager
1885 Lager Gluten Free,,Tennent Caledonian,true,2026-03-14T00:00:00,4.1,Lager
1885 Lager,,Tennent Caledonian,true,2026-03-14T00:00:00,4.3,Lager
Terra Lager,,HITEJINRO CO,true,2026-03-14T00:00:00,4.6,Lager
El Cuatro,,The Ale Apothecary,true,2026-03-14T00:00:00,4.4,Lager
Mr. Cozy,,The Ale Apothecary,true,2026-03-14T00:00:00,4.3,Lager
Farmhouse,,The Ale Apothecary,true,2026-03-14T00:00:00,5.8,Saison
Partly Cloudy,,The Ale Apothecary,true,2026-03-14T00:00:00,4.5,Lager
Be Still,,The Ale Apothecary,true,2026-03-14T00:00:00,4.3,Lager
Wildflower,,The Ale Apothecary,true,2026-03-14T00:00:00,4.1,Lager
Spelmans Ale,"Maltig smak med inslag av mörkt knäckebröd, tropisk frukt, timjan, honung och citrus.",The Beer Factory Leksand,true,2026-03-14T00:00:00,5.2,Lager
My Kind of Trippel Neipa,"Nyanserad, humlearomatisk smak med sötma och tydlig beska, inslag av torkad frukt, sirapslimpa, tallbarr, choklad, nötter och pomerans.",The Beer Factory Leksand,true,2026-03-14T00:00:00,8,New England IPA
My Kind of W/Ale,"Maltig smak med inslag av mörkt knäckebröd, choklad, aprikos, nötter, kryddor och apelsin.",The Beer Factory Leksand,true,2026-03-14T00:00:00,4.4,Lager
Terreux - Elevage,,The Bruery,true,2026-03-14T00:00:00,4.2,Lager
Terreux -Train To Beersel,,The Bruery,true,2026-03-14T00:00:00,4.4,Lager
Black Tuesday,,The Bruery,true,2026-03-14T00:00:00,4.8,Lager
Partridge In A Pear Tree,,The Bruery,true,2026-03-14T00:00:00,4.7,Lager
4 Calling Birds,,The Bruery,true,2026-03-14T00:00:00,5,Lager
3 French Hens,,The Bruery,true,2026-03-14T00:00:00,4.8,Lager
2 Turtle Doves,,The Bruery,true,2026-03-14T00:00:00,5.2,Lager
7 Swans-A-Swimming,,The Bruery,true,2026-03-14T00:00:00,4,Lager
5 Golden Rings,,The Bruery,true,2026-03-14T00:00:00,4.6,Lager
8 Maids-A-Milking,,The Bruery,true,2026-03-14T00:00:00,5,Lager
6 Geese-A-Laying1,,The Bruery,true,2026-03-14T00:00:00,4.7,Lager
10 Lords-A-Leaping,,The Bruery,true,2026-03-14T00:00:00,4.3,Lager
9 Ladies Dancing,,The Bruery,true,2026-03-14T00:00:00,5.1,Lager
12 Drummers drumming,,The Bruery,true,2026-03-14T00:00:00,4.9,Lager
11 Pipers Piping,,The Bruery,true,2026-03-14T00:00:00,5,Lager
Strawberry Charm'd,,The Bruery,true,2026-03-14T00:00:00,4.5,Lager
Bourbon Barrel-Aged Three's CoCompany,,The Bruery,true,2026-03-14T00:00:00,5.1,Lager
As Far As the Rye Can See,,The Bruery,true,2026-03-14T00:00:00,5.5,Lager
Werewolves of Ecuador,,The Bruery,true,2026-03-14T00:00:00,4.7,Lager
Pass A good time,,The Bruery,true,2026-03-14T00:00:00,4.7,Lager
Scoop Scoop Scoop,,The Bruery,true,2026-03-14T00:00:00,4.1,Lager
One & Dunn: Bourbon Barrel-Aged,,The Bruery,true,2026-03-14T00:00:00,4.5,Lager
Heavenly Blis,,The Bruery,true,2026-03-14T00:00:00,5.2,Lager
Tranquil Moonlight,,The Bruery,true,2026-03-14T00:00:00,4.1,Lager
La Grappe Luxe,,The Bruery,true,2026-03-14T00:00:00,4.2,Lager
Dentelle,,The Bruery,true,2026-03-14T00:00:00,4.7,Lager
Chocolate Rain,,The Bruery,true,2026-03-14T00:00:00,5.2,Lager
Peter Veeder,,The Bruery,true,2026-03-14T00:00:00,4.6,Lager
Hoarder's Cuvée,,The Bruery,true,2026-03-14T00:00:00,5.2,Lager
Meubles Blender's Choice,,The Bruery,true,2026-03-14T00:00:00,4.4,Lager
Stacks Reserve: Maple,,The Bruery,true,2026-03-14T00:00:00,4.7,Lager
Stacks Reserve Red Berry,,The Bruery,true,2026-03-14T00:00:00,5,Lager
Stacks Reserve Chocobanana,,The Bruery,true,2026-03-14T00:00:00,5.1,Lager
Stacks Reserve Blueberry,,The Bruery,true,2026-03-14T00:00:00,4.6,Lager
Blueberry Brueonico,,The Bruery,true,2026-03-14T00:00:00,4.7,Lager
One & Dunn Imperial Grand Reserve,,The Bruery,true,2026-03-14T00:00:00,4.9,Lager
Three Chiefs Brewing - Thr3e,,The Bruery,true,2026-03-14T00:00:00,4.5,Lager
Red White And Brue,,The Bruery,true,2026-03-14T00:00:00,4.3,Lager
Hoarders Cuvée #2,,The Bruery,true,2026-03-14T00:00:00,4.3,Lager
Popular Opinion,,The Bruery,true,2026-03-14T00:00:00,5.1,Lager
Add the Drizzle,,The Bruery,true,2026-03-14T00:00:00,4.6,Lager
Then We Scoop,,The Bruery,true,2026-03-14T00:00:00,4.1,Lager
Critical Alignment,,The Bruery,true,2026-03-14T00:00:00,5.1,Lager
Onus On Us,,The Bruery,true,2026-03-14T00:00:00,5.3,Lager
Rueuze (2022),,The Bruery,true,2026-03-14T00:00:00,4.5,Lager
Spontanaheim,,The Bruery,true,2026-03-14T00:00:00,4.4,Lager
Room for you,,The Bruery,true,2026-03-14T00:00:00,4.3,Lager
Annuel,,The Bruery,true,2026-03-14T00:00:00,5.4,Lager
Myrtillheim,,The Bruery,true,2026-03-14T00:00:00,4.6,Lager
The Bäär,"Maltig smak med inslag av ljust bröd, örter och citrus.",Åbro Bryggeri,true,2024-03-01T00:00:00,5,Ljus lager
The Curse of Wafver,"Rostad, maltig smak med sötma, inslag av pumpernickel, russin, kaffe, choklad, lakrits, mörk sirap och pomerans.",The Beer Factory Leksand,true,2020-12-01T00:00:00,11.8,Porter & Stout
Fern,,The Drowned Lands Brewery,true,2026-03-14T00:00:00,4,Lager
The Hotbox Lager,,Pine Brewing Company,true,2025-07-16T00:00:00,4.8,Ljus lager
A London Porter,"Nyanserad, maltig, rostad smak med inslag av kavring, kakao, mörk sirap, kaffe, dadlar och tobak.",The Kernel Brewery,true,2026-03-14T00:00:00,6.1,Porter
Häxkitteln Nornorna Verdandi,"Nyanserad, maltig, rostad smak med liten sötma, inslag av espressokaffe, kakao, rökta charkuterier, vanilj, soja och hasselnötter.",The Odd House Brewing Company,true,2026-03-14T00:00:00,5.1,Lager
Häxkitteln Hel Licorice Imperial Milkstout,"Maltig, rostad, söt smak med inslag av pumpernickel, lakrits, tobak, mörk sirap, torkad frukt, kaffe och mörk choklad.",The Odd House Brewing Company,true,2026-03-14T00:00:00,7.5,Stout
Häxkitteln Ostara,"Maltig smak med inslag av sirapslimpa, örter, torkade aprikoser, knäck och pomerans.",The Odd House Brewing Company,true,2026-03-14T00:00:00,5.1,Lager
Sösdala IPA,"Humlearomatisk smak med tydlig beska, inslag av mango, tallkåda, vitpeppar och grapefruktskal.",The Odd House Brewing Company,true,2026-03-14T00:00:00,5.6,India Pale Ale
Sösdala Lager 12 plato,"Maltig smak med inslag av knäckebröd, pomerans och honung.",The Odd House Brewing Company,true,2026-03-14T00:00:00,5.1,Lager
Häxkitteln Nornorna Urd,"Maltig, rostad smak med inslag av rågbröd, kaffe, mörk choklad, salmiak och kryddor.",The Odd House Brewing Company,true,2026-03-14T00:00:00,4.3,Lager
Häxkitteln Nornorna Skuld,"Maltig, rostad smak med liten sötma, inslag av espressokaffe, kakao, kavring, lakrits, vanilj och kokos.",The Odd House Brewing Company,true,2026-03-14T00:00:00,4.5,Lager
The Plump Piggys Winter Ale,"Maltig smak med tydlig beska och liten sötma, inslag av kavring, torkade fikon, sirap, mörk choklad, kaffe, nötter och pomerans.",The Pine Ridge Brewery,true,2026-03-14T00:00:00,4.7,Lager
Zigges garage väntöl,,The Pineridge Brewery AB,true,2026-03-14T00:00:00,4.7,Lager
Berliner Messe Credo,,The Referend Bier Blendery,true,2026-03-14T00:00:00,5.1,Lager
Syrlig öl,,The Referend Bier Blendery,true,2026-03-14T00:00:00,5.4,Lager
Hopeful Hedgehog,"Maltig smak med inslag av mörkt knäckebröd, aprikosmarmelad, ljus sirap och pomerans.",The Uncharted Brewing Company,true,2026-03-14T00:00:00,4.6,Lager
Woolly Sheep,"Fruktig smak med inslag av aprikos, vetebröd, kryddor och apelsin.",The Uncharted Brewing Company,true,2026-03-14T00:00:00,4.9,Lager
Creamy Peach,"Fruktig, syrlig smak med sötma och tydlig karaktär av persika, inslag av halm, mandel och grapefrukt.",The Uncharted Brewing Company,true,2026-03-14T00:00:00,5,Lager
Strangest Eternity,,The Veil Brewing Co,true,2026-03-14T00:00:00,5.2,Lager
